id,rate
39033,28.13
39035,31.02
39037,29.42
39039,28.89
39041,28.21
39043,31.02
39045,28.21
39047,28.21
39049,28.21
39051,32.79
39053,27.55
39055,31.02
39057,29.42
39059,28.21
39061,27.99
39063,28.13
39065,28.13
39067,28.18
39069,28.89
39071,27.99
39073,28.21
39075,28.13
39077,31.02
39079,27.55
39081,28.49
39083,28.21
39085,31.02
39087,27.55
39089,28.21
39093,31.02
39095,32.79
39097,28.21
39099,30.88
39101,28.21
39103,31.02
39105,27.55
39107,28.89
39109,29.42
39111,27.55
39113,29.42
39115,27.55
39117,28.21
39119,28.21
39121,27.55
39123,30.88
39125,28.89
39127,28.21
39129,28.21
39131,27.55
39133,31.02
39135,29.42
39137,28.89
39139,28.13
39141,28.21
39143,30.88
39145,27.55
39147,30.88
39149,29.42
39151,31.02
39153,31.02
39155,30.88
39157,28.18
39159,28.21
39161,28.89
39163,27.55
39165,27.99
39167,27.55
39169,30.88
39171,28.89
39173,32.79
39175,28.13
40001,27.74
40003,27.08
40005,27.08
40007,24.01
40009,27.08
40011,27.08
40013,27.12
40015,27.08
40017,27.08
40019,27.08
40021,27.74
40023,27.74
40025,24.01
40027,27.08
40029,27.08
40031,24.93
40033,24.93
40035,27.74
40037,27.74
40039,27.08
40041,27.74
40043,27.08
40045,27.08
40047,27.08
40049,27.08
40051,27.08
40053,27.08
40055,24.93
40057,24.93
40059,27.08
40061,27.74
40063,27.08
40065,24.93
40067,24.93
40069,27.08
40071,27.74
40073,27.08
40075,24.93
40077,27.74
40079,27.74
40081,27.08
40083,27.08
40085,27.08
40093,27.08
40095,27.08
40097,27.74
40087,27.08
40089,27.74
40091,27.74
40099,27.08
40101,27.74
40103,27.08
40105,27.74
40107,27.74
40109,27.08
40111,27.74
40113,27.74
40115,27.74
40117,27.74
40119,27.08
40121,27.74
40123,27.08
40125,27.08
40127,27.74
40129,27.08
40131,27.74
40133,27.08
40135,27.74
40137,24.93
40139,24.01
40141,24.93
40143,27.74
40145,27.74
40147,27.74
40149,27.08
40151,27.08
40153,27.08
41001,29.51
41005,29.25
41007,28.59
41009,29.25
41011,27.62
41013,27.62
41015,27.62
41017,27.62
41019,27.62
41021,28.59
41023,29.51
41025,29.51
41027,28.59
41029,27.62
41031,27.62
41033,27.62
41035,27.62
41037,27.62
41039,27.62
41041,27.62
41045,29.51
41047,29.25
41049,29.51
41051,29.25
41053,29.25
41055,28.59
41057,28.59
41059,29.51
41061,29.51
41063,29.51
41065,28.59
41067,29.25
41069,29.51
41071,29.25
42001,26.9
42003,28.49
42005,28.49
42007,28.49
42009,28.18
42011,25.97
42013,28.18
42015,24.46
42017,28.48
42019,28.49
42021,28.18
42023,28.18
42025,29.2
42027,28.18
42029,28.48
42031,28.18
42033,28.18
42035,28.18
42037,24.46
42039,28.18
42045,28.48
42047,28.18
42047,29.73
42049,28.18
42051,28.49
42053,28.18
42053,29.73
42055,26.19
42057,24.77
42059,28.18
42061,28.18
42063,28.49
42065,28.18
42067,25.54
42069,24.46
42073,28.49
42077,29.2
42079,24.46
42081,25.54
42081,24.46
42085,30.88
42087,25.54
42089,25.26
42091,28.48
42093,24.46
42095,29.2
42097,25.54
42101,28.48
42103,30.32
42105,28.18
42107,25.54
42109,25.54
42111,28.18
42113,24.46
42115,24.46
42117,26.33
42119,25.54
42121,28.18
42123,29.73
42125,28.49
42127,24.46
42129,28.49
42131,24.46
42133,26.9
44001,24.32
44003,24.32
44005,24.32
44007,24.32
44009,24.32
45001,25.31
45003,26.26
45005,26.26
45007,25.31
45009,26.26
45011,26.26
45013,25.18
45013,27.83
45015,25.18
45017,25.31
45019,25.18
45021,25.31
45023,24.98
45025,24.98
45027,25.31
45029,25.18
45031,25.31
45033,24.96
45035,25.18
45037,26.26
45039,25.31
45041,25.31
45043,25.18
45045,25.31
45047,25.31
45049,27.83
45051,29.1
45053,27.83
45055,25.31
45057,24.98
45059,25.31
45061,25.31
45063,25.31
45067,24.96
45069,24.96
45065,26.26
45071,25.31
45073,25.31
45075,25.31
45077,25.31
45079,25.31
45081,25.31
45083,25.31
45085,25.31
45087,25.31
45089,25.18
45091,24.98
46003,24.27
46005,24.27
46007,24.27
46009,24.27
46011,24.27
46013,24.27
46015,24.27
46017,24.27
46019,26.64
46021,24.27
46023,24.27
46025,24.27
46027,24.27
46029,24.27
46031,24.27
46033,26.64
46035,24.27
46037,24.27
46039,24.27
46041,24.27
46043,24.27
46045,24.27
46047,26.64
46049,24.27
46051,24.27
46053,24.27
46055,24.27
46057,24.27
46059,24.27
46061,24.27
46063,26.64
46065,24.27
46067,24.27
46069,24.27
46071,26.64
46073,24.27
46075,24.27
46077,24.27
46079,24.27
46081,26.64
46083,24.27
46085,24.27
46091,24.27
46087,24.27
46089,24.27
46093,26.64
46095,24.27
46097,24.27
46099,24.27
46101,24.27
46103,26.64
46105,26.64
46107,24.27
46109,24.27
46111,24.27
46113,26.64
46115,24.27
46117,24.27
46119,24.27
46121,24.27
46123,24.27
46125,24.27
46127,24.54
46129,24.27
46135,24.27
46137,24.27
47001,26.39
47003,26.39
47005,26.39
47007,26.39
47009,26.39
47011,26.39
47013,26.39
47015,26.39
47017,26.74
47019,22.8
47021,26.39
47023,26.74
47025,26.39
47027,26.39
47029,22.8
47031,26.39
47033,26.74
47035,26.39
47037,26.39
47039,26.39
47041,26.39
47043,26.39
47045,26.74
47047,26.74
47049,26.39
47051,25.75
47053,26.74
47055,25.75
47057,26.39
47059,22.8
47061,26.39
47063,26.39
47065,26.39
47067,22.8
47069,26.74
47071,26.74
47073,22.8
47075,26.74
47077,26.39
47079,26.39
47081,26.39
47083,26.39
47085,26.39
47087,26.39
47089,26.39
47091,22.8
47093,26.39
47095,26.74
47097,26.74
47099,25.75
47101,26.39
47103,25.75
47105,26.39
47111,26.39
47113,26.74
47115,26.39
47117,26.39
47119,26.39
47107,26.39
47109,26.74
47121,26.39
47123,26.39
47125,26.39
47127,25.75
47129,26.39
47131,26.74
47133,26.39
47135,26.39
47137,26.39
47139,26.39
47141,26.39
47143,26.39
47145,26.39
47147,26.39
47149,26.39
47151,26.39
47153,26.39
47155,26.39
47157,26.74
47159,26.39
47161,26.39
47163,22.8
47165,26.39
47167,26.74
47169,26.39
47171,22.8
47173,26.39
47175,26.39
47177,26.39
47179,22.8
47181,25.75
47183,26.39
47185,26.39
47187,26.39
47189,26.39
48001,24.1
48003,24.01
48005,29.13
48007,30.09
48009,24.93
48011,24.01
48013,24.34
48015,29.39
48017,24.01
48019,24.34
48023,24.93
48025,30.09
48027,24.1
48029,24.34
48031,25.17
48033,24.01
48035,24.1
48037,24.77
48039,29.39
48041,24.1
48043,24.01
48045,24.01
48047,30.09
48049,24.01
48051,24.1
48053,25.17
48057,30.09
48059,24.01
48061,30.09
48063,24.77
48065,24.01
48067,24.77
48069,24.01
48071,29.39
48073,27.23
48075,24.01
48077,24.93
48079,24.01
48081,24.01
48083,24.01
48085,28.45
48087,24.01
48089,29.13
48091,24.34
48093,24.01
48095,24.01
48097,28.45
48099,24.1
48101,24.01
48103,24.01
48105,24.01
48107,24.01
48109,25.77
48111,24.01
48113,28.45
48115,24.01
48117,24.01
48119,28.45
48121,28.45
48123,24.34
48125,24.01
48127,24.34
48129,24.01
48131,24.34
48133,24.01
48135,24.01
48137,24.34
48141,25.77
48139,28.45
48143,28.38
48145,24.1
48147,28.45
48149,25.17
48151,24.01
48153,24.01
48155,24.93
48157,29.39
48159,24.77
48161,24.1
48163,24.34
48165,24.01
48167,29.39
48169,24.01
48171,24.34
48173,24.01
48175,30.09
48177,24.34
48179,24.01
48181,28.45
48183,27.23
48185,29.13
48187,24.34
48189,24.01
48191,24.01
48193,24.1
48195,24.01
48197,24.93
48199,29.13
48201,29.39
48203,27.23
48205,24.01
48207,24.01
48211,24.01
48213,28.45
48215,30.09
48217,24.1
48219,24.01
48221,28.45
48223,28.45
48225,29.13
48227,24.01
48229,25.77
48231,28.45
48233,24.01
48235,24.01
48237,28.38
48239,29.13
48241,29.13
48243,24.01
48245,29.13
48247,24.34
48249,30.09
48251,28.45
48253,24.01
48255,24.34
48257,28.45
48259,24.34
48261,30.09
48263,24.01
48265,24.34
48267,24.01
48269,24.01
48271,24.34
48273,30.09
48275,24.93
48283,24.34
48277,28.38
48279,24.01
48281,24.1
48285,29.13
48287,25.17
48289,24.1
48291,29.39
48293,24.1
48295,24.01
48297,30.09
48299,25.17
48301,24.01
48303,24.01
48305,24.01
48313,29.13
48315,24.77
48317,24.01
48319,25.17
48321,29.39
48323,24.34
48307,24.01
48309,24.1
48311,24.34
48325,24.34
48327,24.01
48329,24.01
48331,25.17
48333,24.1
48335,24.01
48337,28.38
48339,29.39
48341,24.01
48343,24.77
48345,24.01
48347,29.13
48349,28.45
48351,29.13
48353,24.01
48355,30.09
48357,24.01
48359,24.01
48361,29.13
48363,28.45
48365,27.23
48367,28.45
48369,24.01
48371,24.01
48373,29.13
48375,24.01
48377,24.01
48379,28.38
48381,24.01
48383,24.01
48385,24.34
48387,24.77
48389,24.01
48391,30.09
48393,24.01
48395,24.1
48397,28.45
48399,24.01
48401,27.23
48403,29.13
48405,29.13
48407,29.39
48409,30.09
48411,25.17
48413,24.01
48415,24.01
48417,24.01
48419,29.13
48421,24.01
48423,28.38
48425,28.45
48427,30.09
48429,24.01
48431,24.01
48433,24.01
48435,24.01
48437,24.01
48439,28.45
48441,24.01
48443,24.01
48445,24.01
48447,24.01
48449,24.77
48451,24.01
48455,29.39
48457,29.13
48459,27.23
48461,24.01
48463,24.34
48465,24.34
48467,28.38
48469,30.09
48471,29.39
48473,29.39
48475,24.01
48477,29.39
48481,29.39
48483,24.01
48485,24.93
48487,24.93
48489,30.09
48493,24.34
48495,24.01
48497,28.45
48499,28.38
48501,24.01
48503,24.93
48505,24.34
48507,24.34
49001,27.37
49003,27.37
49005,27.37
49007,27.37
49009,27.37
49011,27.37
49013,27.37
49015,27.37
49017,27.37
49019,27.37
49021,27.37
49023,27.37
49025,29.89
49027,27.37
49029,27.37
49031,27.37
49033,27.37
49035,27.37
49037,29.89
49037,27.37
49039,27.37
49041,27.37
49043,27.37
49045,27.37
49047,27.37
49049,27.37
49051,27.37
49053,27.37
49055,27.37
49057,27.37
51001,25.03
51003,28.08
51510,30.62
51005,24.23
51007,28.08
51009,24.23
51011,24.23
51013,30.62
51015,24.23
51017,24.23
51515,24.23
51019,24.23
51021,24.23
51023,24.23
51520,22.8
51025,28.08
51027,22.8
51029,28.08
51530,24.23
51031,24.23
51033,28.08
51035,24.23
51036,28.08
51037,28.08
51540,28.08
51550,25.03
51041,28.08
51043,30.62
51570,28.08
51580,24.23
51045,24.23
51047,30.62
51049,28.08
51590,24.23
51051,27.55
51053,28.08
51595,28.08
51057,28.08
51059,30.62
51610,30.62
51061,30.62
51063,24.23
51065,28.08
51620,25.03
51067,24.23
51069,26.19
51630,30.62
51640,24.23
51071,24.23
51073,25.03
51075,28.08
51077,22.8
51079,28.08
51081,28.08
51083,24.23
51650,25.03
51085,28.08
51660,24.77
51087,28.08
51089,24.23
51091,24.23
51670,28.08
51093,25.03
51095,25.03
51097,28.08
51099,30.62
51101,28.08
51103,28.08
51105,22.8
51678,24.23
51107,30.62
51109,28.08
51111,28.08
51680,24.23
51113,24.77
51683,30.62
51685,30.62
51690,24.23
51115,25.03
51117,28.08
51119,28.08
51121,24.23
51125,28.08
51127,28.08
51700,25.03
51710,25.03
51131,25.03
51133,28.08
51720,27.55
51135,28.08
51137,28.08
51139,24.77
51141,24.23
51730,28.08
51143,24.23
51735,25.03
51740,25.03
51145,28.08
51147,28.08
51149,28.08
51153,30.62
51155,24.23
51750,24.23
51157,30.62
51760,28.08
51159,28.08
51770,24.23
51161,24.23
51163,24.23
51165,24.77
51167,22.8
51775,24.23
51169,22.8
51171,24.77
51173,22.8
51175,25.03
51177,30.62
51179,30.62
51790,24.23
51800,25.03
51181,25.03
51183,28.08
51185,22.8
51810,25.03
51187,30.62
51191,22.8
51820,24.23
51193,28.08
51830,25.03
51840,26.19
51195,27.55
51197,24.23
51199,25.03
50001,25.62
50003,25.62
50005,25.62
50007,24.63
50009,25.62
50011,24.63
50013,24.63
50015,25.62
50017,25.62
50019,25.62
50021,25.62
50023,25.62
50025,25.62
50027,25.62
53001,26.62
53003,26.62
53005,29.51
53007,26.62
53007,31.28
53009,31.28
53011,29.25
53013,26.62
53015,29.25
53017,26.62
53019,26.62
53021,29.51
53023,26.62
53025,26.62
53027,31.28
53029,31.63
53031,31.28
53033,31.63
53035,31.63
53037,26.62
53037,29.51
53039,28.59
53041,31.63
53043,26.62
53045,31.63
53047,26.62
53049,28.59
53051,26.62
53053,31.63
53055,31.28
53057,31.63
53059,29.25
53061,31.63
53063,26.62
53065,26.62
53067,31.63
53069,28.59
53071,29.51
53073,31.63
53075,26.62
53077,29.51
55001,26.32
55003,29.37
55005,25.77
55007,29.37
55009,29.43
55011,25.77
55013,29.37
55015,29.43
55017,25.77
55019,25.77
55021,26.32
55023,25.77
55025,26.32
55027,26.32
55029,29.43
55031,29.37
55033,25.77
55035,25.77
55037,25.77
55039,29.43
55041,25.77
55043,26.32
55045,26.32
55047,26.32
55049,26.32
55051,29.37
55053,25.77
55055,26.32
55057,25.77
55059,30.28
55061,29.43
55063,25.77
55065,26.32
55067,25.77
55069,25.77
55071,29.43
55073,25.77
55075,25.77
55077,26.32
55078,25.77
55079,29.86
55081,25.77
55083,29.43
55085,25.77
55087,29.43
55089,29.86
55091,25.77
55093,30.34
55095,29.82
55097,25.77
55099,25.77
55101,29.86
55103,25.77
55105,26.32
55107,25.77
55111,26.32
55113,29.37
55115,25.77
55117,29.43
55109,30.34
55119,25.77
55121,25.77
55123,25.77
55125,25.77
55127,29.86
55129,29.37
55131,29.86
55133,29.86
55135,25.77
55137,26.32
55139,29.43
55141,25.77
54001,27.55
54003,26.19
54005,27.55
54007,27.55
54009,28.49
54011,27.55
54013,27.55
54015,27.55
54017,27.55
54019,27.55
54021,27.55
54023,27.55
54025,27.55
54027,26.19
54029,28.49
54031,24.77
54033,27.55
54035,27.55
54037,30.62
54039,27.55
54041,27.55
54043,27.55
54045,27.55
54049,27.55
54051,28.18
54053,27.55
54047,27.55
54055,27.55
54057,24.77
54059,27.55
54061,27.55
54063,27.55
54065,26.19
54067,27.55
54069,28.18
54071,27.55
54073,27.55
54075,27.55
54077,27.55
54079,27.55
54081,27.55
54083,27.55
54085,27.55
54087,27.55
54089,27.55
54091,27.55
54093,27.55
54095,27.55
54097,27.55
54099,27.55
54101,27.55
54103,27.55
54105,27.55
54107,27.55
54109,27.55
56001,26.64
56003,29.11
56005,26.64
56007,26.64
56009,26.64
56011,26.64
56013,26.64
56015,26.64
56017,26.64
56019,26.64
56021,26.64
56023,26.64
56025,26.64
56027,26.64
56029,29.11
56031,26.64
56033,26.64
56035,26.64
56037,26.64
56039,29.11
56041,26.64
56043,26.64
